SYMBOL	PROBEID	CHR	STRAND	CHRLOCSTART	CHRLOCEND	GENENAME
Krtap13	ILMN_1240657	16	-	-88750744	-88751628	keratin associated protein 13
Utp20	ILMN_1217054	10	-	-88746607	-88826814	UTP20, small subunit (SSU) processome component, homolog (yeast)
Olfr1198	ILMN_2745761	2	-	-88745960	-88746886	olfactory receptor 1198
Syt11	ILMN_1233402	3	-	-88744701	-88772599	synaptotagmin XI
Lhcgr	ILMN_2696040	17	-	-88741549	-88791976	luteinizing hormone/choriogonadotropin receptor
Gm4925	ILMN_1255242	10	-	-88729541	-88731101	predicted gene 4925
Olfr1197	ILMN_2962810	2	-	-88728653	-88729597	olfactory receptor 1197
Bcl2a1d	ILMN_2660263	9	-	-88723288	-88731850	B cell leukemia/lymphoma 2 related protein A1d
Klhl9	ILMN_1246060	4	-	-88718292	-88722508	kelch-like 9
2310061N02Rik	ILMN_2649464	16	-	-88707171	-88707962	RIKEN cDNA 2310061N02 gene
Olfr1196	ILMN_1223930	2	-	-88700383	-88701327	olfactory receptor 1196
Arl4c	ILMN_1232537	1	-	-88698226	-88702191	ADP-ribosylation factor-like 4C
Ifnab	ILMN_1223579	4	-	-88690599	-88691268	interferon alpha B
Gm2382	ILMN_1223705	9	-	-88688605	-88719798	predicted gene 2382
Brd1	ILMN_1251262	15	-	-88687035	-88734219	bromodomain containing 1
Msi2	ILMN_1220186	11	-	-88685954	-88718267	musashi RNA-binding protein 2
Ifna2	ILMN_1233138	4	-	-88683207	-88683779	interferon alpha 2
Olfr1195	ILMN_2760733	2	-	-88682804	-88683730	olfactory receptor 1195
Gm13280	ILMN_2742656	4	-	-88676287	-88676856	predicted gene 13280
Spic	ILMN_2652608	10	-	-88675270	-88683023	Spi-C transcription factor (Spi-1/PU.1 related)
Grsf1	ILMN_2608602	5	-	-88659237	-88676171	G-rich RNA sequence binding factor 1
Rxfp4	ILMN_1247110	3	-	-88651898	-88653142	relaxin family peptide receptor 4
Krtap26-1	ILMN_2770748	16	-	-88646824	-88647796	keratin associated protein 26-1
Ifna13	ILMN_2641897	4	-	-88643641	-88644459	interferon alpha 13
C87499	ILMN_2662468	4	-	-88627320	-88634186	expressed sequence C87499
Snx20	ILMN_1239963	8	-	-88626828	-88636128	sorting nexin 20
2310079G19Rik	ILMN_2694562	16	-	-88626788	-88627666	RIKEN cDNA 2310079G19 gene
Kbtbd12	ILMN_1240324	6	-	-88617436	-88627445	kelch repeat and BTB (POZ) domain containing 12
Krtap24-1	ILMN_2530118	16	-	-88610709	-88612279	keratin associated protein 24-1
Ifna12	ILMN_1236929	4	-	-88602580	-88603376	interferon alpha 12
Ifna9	ILMN_1220596	4	-	-88591813	-88592385	interferon alpha 9
Ifna14	ILMN_1226397	4	-	-88571229	-88571798	interferon, alpha 14
Cldn8	ILMN_2623145	16	-	-88560826	-88563183	claudin 8
Gm12597	ILMN_1215054	4	-	-88557673	-88558245	predicted gene 12597
Lamtor2	ILMN_1244381	3	-	-88549819	-88552927	late endosomal/lysosomal adaptor, MAPK and MTOR activator 2
Rab25	ILMN_2776087	3	-	-88542029	-88548279	RAB25, member RAS oncogene family
Ifnb1	ILMN_2711910	4	-	-88522025	-88522794	interferon beta 1, fibroblast
Snhg5	ILMN_2513173	9	-	-88521053	-88522897	small nucleolar RNA host gene 5
Igj	ILMN_1221256	5	-	-88519809	-88527897	immunoglobulin joining chain
Mybpc1	ILMN_2533887	10	-	-88518279	-88605152	myosin binding protein C, slow-type
Cldn17	ILMN_1218734	16	-	-88505807	-88506978	claudin 17
Sec61a1	ILMN_3162476	6	-	-88503607	-88518800	Sec61 alpha 1 subunit (S. cerevisiae)
Glrp1	ILMN_1224898	1	-	-88499871	-88510066	glutamine repeat protein 1
Lmna	ILMN_1221646	3	-	-88483206	-88503332	lamin A
Chpt1	ILMN_2740149	10	-	-88473476	-88503970	choline phosphotransferase 1
Pcdh20	ILMN_1224947	14	-	-88464747	-88471396	protocadherin 20
Syncrip	ILMN_1258420	9	-	-88455582	-88482397	synaptotagmin binding, cytoplasmic RNA interacting protein
Olfr1182	ILMN_3161457	2	-	-88446019	-88449121	olfactory receptor 1182
Sema4a	ILMN_1215120	3	-	-88435962	-88461182	sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4A
Olfr1181	ILMN_3160858	2	-	-88423088	-88424023	olfactory receptor 1181
Ptplad2	ILMN_1245615	4	-	-88412930	-88438926	protein tyrosine phosphatase-like A domain containing 2
Olfr1180	ILMN_2649883	2	-	-88411627	-88412689	olfactory receptor 1180
Slc25a44	ILMN_2734283	3	-	-88410496	-88425139	solute carrier family 25, member 44
Olfr1179	ILMN_2769462	2	-	-88402009	-88402932	olfactory receptor 1179
Pmf1	ILMN_2711410	3	-	-88394143	-88410316	polyamine-modulated factor 1
Bglap	ILMN_1220829	3	-	-88383827	-88384464	bone gamma carboxyglutamate protein
Bglap2	ILMN_1220829	3	-	-88377736	-88378699	bone gamma-carboxyglutamate protein 2
Snx14	ILMN_1236312	9	-	-88376747	-88438951	sorting nexin 14
Bglap3	ILMN_1233122	3	-	-88368617	-88369720	bone gamma-carboxyglutamate protein 3
Brd7	ILMN_1237950	8	-	-88332311	-88362191	bromodomain containing 7
Tmem79	ILMN_1231048	3	-	-88328653	-88334433	transmembrane protein 79
Dram1	ILMN_1219820	10	-	-88322804	-88357075	DNA-damage regulated autophagy modulator 1
Gm5039	ILMN_1236359	12	-	-88320122	-88321762	eukaryotic translation initiation factor 1A pseudogene
Tsacc	ILMN_1232146	3	-	-88282760	-88296838	TSSK6 activating co-chaperone
Olfr1173	ILMN_1252315	2	-	-88274109	-88275047	olfactory receptor 1173
Gm5662	ILMN_1236359	12	-	-88270635	-88274497	predicted gene 5662
A730008H23Rik	ILMN_1232341	1	-	-88264828	-88277557	RIKEN cDNA A730008H23 gene
6430706D22Rik	ILMN_3011719	1	-	-88263113	-88269408	RIKEN cDNA 6430706D22 gene
Hjurp	ILMN_2503166	1	-	-88258856	-88277579	Holliday junction recognition protein
Eefsec	ILMN_2587281	6	-	-88257334	-88446539	eukaryotic elongation factor, selenocysteine-tRNA-specific
Rhbg	ILMN_2707645	3	-	-88242874	-88254684	Rhesus blood group-associated B glycoprotein
Olfr1170	ILMN_2633839	2	-	-88224080	-88225030	olfactory receptor 1170
Dnajb3	ILMN_2770825	1	-	-88204732	-88205748	DnaJ (Hsp40) homolog, subfamily B, member 3
Gm10436	ILMN_1240485	12	-	-88175589	-88181894	predicted gene 10436
Olfr1167	ILMN_2775079	2	-	-88148984	-88150083	olfactory receptor 1167
Olfr1166	ILMN_2912805	2	-	-88123362	-88124993	olfactory receptor 1166
Olfr1164	ILMN_1225305	2	-	-88092855	-88093966	olfactory receptor 1164
Parpbp	ILMN_2669172	10	-	-88091398	-88146941	PARP1 binding protein
Ttc24	ILMN_2724211	3	-	-88069410	-88078304	tetratricopeptide repeat domain 24
Apoa1bp	ILMN_1240276	3	-	-88056523	-88058495	apolipoprotein A-I binding protein
Olfr1162	ILMN_3162441	2	-	-88049678	-88050622	olfactory receptor 1162
Olfr73	ILMN_2668756	2	-	-88034196	-88035137	olfactory receptor 73
Hapln2	ILMN_2666080	3	-	-88021750	-88027511	hyaluronan and proteoglycan link protein 2
Olfr1160	ILMN_1252644	2	-	-88005817	-88006776	olfactory receptor 1160
Bcan	ILMN_2636745	3	-	-87992514	-88000356	brevican
Fbxo11	ILMN_1260058	17	-	-87990859	-88065285	F-box protein 11
H1fx	ILMN_1247646	6	-	-87980421	-87981482	H1 histone family, member X
Dynll2	ILMN_2609052	11	-	-87979525	-87998298	dynein light chain LC8-type 2
Olfr74	ILMN_2777069	2	-	-87973707	-87974663	olfactory receptor 74
Olfr1157	ILMN_2694128	2	-	-87961952	-87968257	olfactory receptor 1157
Olfr1156	ILMN_2738305	2	-	-87949190	-87950265	olfactory receptor 1156
Usp40	ILMN_1217120	1	-	-87945121	-88008551	ubiquitin specific peptidase 40
Olfr1155	ILMN_1226210	2	-	-87942682	-87943626	olfactory receptor 1155
Rrnad1	ILMN_1220593	3	-	-87922601	-87930195	ribosomal RNA adenine dimethylase domain containing 1
Olfr464	ILMN_2590050	11	-	-87913920	-87915003	olfactory receptor 464
Olfr1154	ILMN_1228004	2	-	-87902742	-87903674	olfactory receptor 1154
Grik1	ILMN_1243701	16	-	-87895897	-88290258	glutamate receptor, ionotropic, kainate 1
Olfr463	ILMN_2702643	11	-	-87892987	-87893922	olfactory receptor 463
Olfr462	ILMN_2770285	11	-	-87888959	-87889894	olfactory receptor 462
Epx	ILMN_1238851	11	-	-87863998	-87875536	eosinophil peroxidase
Prcc	ILMN_1216633	3	-	-87858903	-87885562	papillary renal cell carcinoma (translocation-associated)
Cnbp	ILMN_2663780	6	-	-87842615	-87851106	cellular nucleic acid binding protein
Isy1	ILMN_2828838	6	-	-87818448	-87838759	ISY1 splicing factor homolog (S. cerevisiae)
Lpo	ILMN_2684053	11	-	-87806428	-87826114	lactoperoxidase
Rab43	ILMN_1229477	6	-	-87788853	-87811779	RAB43, member RAS oncogene family
Ntrk1	ILMN_2727220	3	-	-87778244	-87795162	neurotrophic tyrosine kinase, receptor, type 1
Mllt3	ILMN_1252757	4	-	-87769925	-88033407	myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila); translocated to, 3
Olfr1141	ILMN_1227279	2	-	-87753056	-87753991	olfactory receptor 1141
Pear1	ILMN_2609711	3	-	-87749097	-87768953	platelet endothelial aggregation receptor 1
Kcnk12	ILMN_2613273	17	-	-87745821	-87797994	potassium channel, subfamily K, member 12
Olfr1138	ILMN_1224920	2	-	-87737387	-87738322	olfactory receptor 1138
Lrrc71	ILMN_1224605	3	-	-87736923	-87748623	leucine rich repeat containing 71
Olfr1137	ILMN_2994753	2	-	-87710972	-87711904	olfactory receptor 1137
Tbx18	ILMN_1246123	9	-	-87702800	-87731260	T-box18
Olfr1136	ILMN_1215477	2	-	-87692881	-87693947	olfactory receptor 1136
Csn2	ILMN_2621101	5	-	-87692624	-87699421	casein beta
Olfr1135	ILMN_1259000	2	-	-87671433	-87672365	olfactory receptor 1135
Zfp423	ILMN_2469366	8	-	-87661810	-87959595	zinc finger protein 423
Olfr1134	ILMN_2826748	2	-	-87655925	-87658457	olfactory receptor 1134
Olfr1133	ILMN_1220383	2	-	-87645180	-87646121	olfactory receptor 1133
Olfr1132	ILMN_2748817	2	-	-87634819	-87635745	olfactory receptor 1132
Aplf	ILMN_1236387	6	-	-87628429	-87672168	aprataxin and PNKP like factor
Prokr1	ILMN_1228536	6	-	-87578592	-87590701	prokineticin receptor 1
Sult1e1	ILMN_1216300	5	-	-87575968	-87591611	sulfotransferase family 1E, member 1
Sult1d1	ILMN_2641217	5	-	-87554650	-87569006	sulfotransferase family 1D, member 1
Olfr1128	ILMN_1225269	2	-	-87544607	-87545542	olfactory receptor 1128
Sult1b1	ILMN_1243994	5	-	-87513339	-87538195	sulfotransferase family 1B, member 1
Ascl1	ILMN_2708006	10	-	-87491041	-87493660	achaete-scute complex homolog 1 (Drosophila)
Pramel7	ILMN_1227172	2	-	-87489088	-87492418	preferentially expressed antigen in melanoma like 7
Cct8	ILMN_1259677	16	-	-87483325	-87495869	chaperonin containing Tcp1, subunit 8 (theta)
Ngef	ILMN_1245037	1	-	-87476829	-87573870	neuronal guanine nucleotide exchange factor
Cbln1	ILMN_1252953	8	-	-87468853	-87472592	cerebellin 1 precursor protein
Ugt2a2	ILMN_2793495	5	-	-87459493	-87482258	UDP glucuronosyltransferase 2 family, polypeptide A2
Ugt2a1	ILMN_2434327	5	-	-87459490	-87490871	UDP glucuronosyltransferase 2 family, polypeptide A1
Arhgap25	ILMN_2614392	6	-	-87459385	-87533235	Rho GTPase activating protein 25
Snw1	ILMN_2756618	12	-	-87449910	-87472299	SNW domain containing 1
Nrp	ILMN_2573401	12	-	-87442848	-87444017	neural regeneration protein
Calm2	ILMN_1219716	17	-	-87433401	-87446935	calmodulin 2
Rwdd2b	ILMN_1239330	16	-	-87433331	-87440592	RWD domain containing 2B
Alkbh1	ILMN_2431007	12	-	-87428078	-87443839	alkB, alkylation repair homolog 1 (E. coli)
Tyr	ILMN_2522236	7	-	-87427405	-87493411	tyrosinase
Ugt2b38	ILMN_2730424	5	-	-87409940	-87424203	UDP glucuronosyltransferase 2 family, polypeptide B38
1700011E24Rik	ILMN_2728228	17	-	-87389571	-87427741	RIKEN cDNA 1700011E24 gene
Gkn3	ILMN_2638473	6	-	-87383319	-87388935	gastrokine 3
Rad51c	ILMN_2491161	11	-	-87377607	-87404495	RAD51 homolog C
Ltn1	ILMN_2429721	16	-	-87376651	-87432606	listerin E3 ubiquitin protein ligase 1
Gkn1	ILMN_2600499	6	-	-87345653	-87350915	gastrokine 1
Ugt2a3	ILMN_2714195	5	-	-87324972	-87337195	UDP glucuronosyltransferase 2 family, polypeptide A3
Sptlc2	ILMN_2691623	12	-	-87307889	-87388230	serine palmitoyltransferase, long chain base subunit 2
Mcfd2	ILMN_2677560	17	-	-87254443	-87265947	multiple coagulation factor deficiency 2
Fcrls	ILMN_1219764	3	-	-87250965	-87263524	Fc receptor-like S, scavenger receptor
Ugt2b37	ILMN_2729134	5	-	-87240492	-87254788	UDP glucuronosyltransferase 2 family, polypeptide B37
Vipas39	ILMN_1249137	12	-	-87238875	-87266286	VPS33B interacting protein, apical-basolateral polarity regulator, spe-39 homolog
Ppm1e	ILMN_2702374	11	-	-87226906	-87358994	protein phosphatase 1E (PP2C domain containing)
Noxred1	ILMN_1226545	12	-	-87221123	-87238601	NADP+ dependent oxidoreductase domain containing 1
4922501C03Rik	ILMN_1218378	9	-	-87191963	-87255532	RIKEN cDNA 4922501C03 gene
Tmed8	ILMN_1234054	12	-	-87166242	-87200229	transmembrane emp24 domain containing 8
Olfr1111	ILMN_2632379	2	-	-87149720	-87150659	olfactory receptor 1111
Ecel1	ILMN_2756900	1	-	-87147655	-87155027	endothelin converting enzyme-like 1
Olfr1110	ILMN_2773949	2	-	-87135381	-87136319	olfactory receptor 1110
Antxr1	ILMN_1226183	6	-	-87133853	-87335775	anthrax toxin receptor 1
Ugt2b5	ILMN_2473505	5	-	-87124947	-87140340	UDP glucuronosyltransferase 2 family, polypeptide B5
Olfr259	ILMN_2596049	2	-	-87107447	-87108385	olfactory receptor 259
Pomt2	ILMN_2755973	12	-	-87106866	-87147902	protein-O-mannosyltransferase 2
Alpi	ILMN_1241497	1	-	-87098002	-87101606	alkaline phosphatase, intestinal
Ngb	ILMN_2615821	12	-	-87097531	-87102539	neuroglobin
Olfr1109	ILMN_2772963	2	-	-87092457	-87093395	olfactory receptor 1109
Prr11	ILMN_2926068	11	-	-87089156	-87108714	proline rich 11
Alppl2	ILMN_2666607	1	-	-87086691	-87089928	alkaline phosphatase, placental-like 2
Kirrel	ILMN_2621422	3	-	-87078592	-87174747	kin of IRRE like (Drosophila)
Smg8	ILMN_2696126	11	-	-87077732	-87086777	smg-8 homolog, nonsense mediated mRNA decay factor (C. elegans)
Olfr1107	ILMN_2685786	2	-	-87071116	-87072223	olfactory receptor 1107
Ugt2b36	ILMN_1235719	5	-	-87065927	-87092555	UDP glucuronosyltransferase 2 family, polypeptide B36
Olfr1106	ILMN_1248699	2	-	-87048296	-87049234	olfactory receptor 1106
Gdpd1	ILMN_2683528	11	-	-87033794	-87074137	glycerophosphodiester phosphodiesterase domain containing 1
Olfr1105	ILMN_3161197	2	-	-87033281	-87034219	olfactory receptor 1105
Olfr1104	ILMN_2673610	2	-	-87021610	-87022542	olfactory receptor 1104
Pigf	ILMN_1219939	17	-	-86997259	-87025401	phosphatidylinositol glycan anchor biosynthesis, class F
Cd1d1	ILMN_2734212	3	-	-86995836	-86999340	CD1d1 antigen
Olfr1101	ILMN_2772747	2	-	-86988242	-86989174	olfactory receptor 1101
Zdhhc22	ILMN_1218246	12	-	-86983381	-86988676	zinc finger, DHHC-type containing 22
Slc24a2	ILMN_1216404	4	-	-86983126	-87230540	solute carrier family 24 (sodium/potassium/calcium exchanger), member 2
Olfr1100	ILMN_1242841	2	-	-86977829	-86978794	olfactory receptor 1100
Olfr1099	ILMN_2640625	2	-	-86958518	-86959456	olfactory receptor 1099
Atp6v1e2	ILMN_2755322	17	-	-86944109	-86947887	ATPase, H+ transporting, lysosomal V1 subunit E2
Ypel2	ILMN_2481352	11	-	-86936425	-86993762	yippee-like 2 (Drosophila)
Olfr1098	ILMN_1240612	2	-	-86922583	-86923530	olfactory receptor 1098
Ugt2b1	ILMN_1228666	5	-	-86916639	-86926503	UDP glucuronosyltransferase 2 family, polypeptide B1
Olfr1097	ILMN_2791018	2	-	-86890226	-86892163	olfactory receptor 1097
Ugt2b34	ILMN_2746475	5	-	-86889770	-86906937	UDP glucuronosyltransferase 2 family, polypeptide B34
Irf2bpl	ILMN_2731379	12	-	-86880703	-86884814	interferon regulatory factor 2 binding protein-like
Rps6	ILMN_1232951	4	-	-86854099	-86857367	ribosomal protein S6
Olfr1095	ILMN_1251629	2	-	-86850770	-86851696	olfactory receptor 1095
Stab2	ILMN_2737368	10	-	-86841210	-87007942	stabilin 2
N4bp1	ILMN_2621901	8	-	-86841139	-86885258	NEDD4 binding protein 1
Olfr141	ILMN_2611205	2	-	-86806021	-86806997	olfactory receptor 141
Dclk2	ILMN_2990152	3	-	-86798920	-86920884	doublecortin-like kinase 2
Dhx40	ILMN_1248825	11	-	-86768849	-86807660	DEAH (Asp-Glu-Ala-His) box polypeptide 40
Snap91	ILMN_1247504	9	-	-86765936	-86880372	synaptosomal-associated protein 91
Olfr1090	ILMN_1246170	2	-	-86753795	-86754736	olfactory receptor 1090
Il1rapl1	ILMN_2639004	X	-	-86747242	-88115623	interleukin 1 receptor accessory protein-like 1
Anxa4	ILMN_2772410	6	-	-86736840	-86793584	annexin A4
Olfr1089	ILMN_2925855	2	-	-86732675	-86733610	olfactory receptor 1089
Siah1a	ILMN_2768831	8	-	-86723938	-86746006	seven in absentia 1A
Folh1	ILMN_2714749	7	-	-86718976	-86775864	folate hydrolase 1
Tmprss11e	ILMN_2597245	5	-	-86705186	-86745807	transmembrane protease, serine 11e
Angel1	ILMN_2598438	12	-	-86700502	-86726460	angel homolog 1 (Drosophila)
Cltc	ILMN_2456776	11	-	-86694653	-86757492	clathrin, heavy polypeptide (Hc)
Gmcl1	ILMN_1221810	6	-	-86691768	-86733378	germ cell-less homolog 1 (Drosophila)
Hsp90b1	ILMN_2504433	10	-	-86690841	-86705444	heat shock protein 90, beta (Grp94), member 1
Olfr1087	ILMN_1220278	2	-	-86690032	-86690973	olfactory receptor 1087
Olfr1086	ILMN_2945633	2	-	-86676399	-86677331	olfactory receptor 1086
Snrnp27	ILMN_2860750	6	-	-86675169	-86684491	small nuclear ribonucleoprotein 27 (U4/U6.U5)
Nppc	ILMN_1220857	1	-	-86666293	-86670573	natriuretic peptide type C
Tmprss11bnl	ILMN_2882189	5	-	-86659522	-86676298	transmembrane protease, serine 11b N terminal like
Olfr1085	ILMN_1248151	2	-	-86657515	-86658456	olfactory receptor 1085
Plin2	ILMN_1222246	4	-	-86656565	-86670059	perilipin 2
Diap3	ILMN_1229980	14	-	-86656323	-87141114	diaphanous homolog 3 (Drosophila)
Mxd1	ILMN_1224997	6	-	-86647045	-86669159	MAX dimerization protein 1
Olfr1084	ILMN_1222673	2	-	-86638765	-86639718	olfactory receptor 1084
Olfr294	ILMN_2837200	7	-	-86615636	-86616643	olfactory receptor 294
Olfr1082	ILMN_1222947	2	-	-86593885	-86598809	olfactory receptor 1082
Vmp1	ILMN_2591777	11	-	-86583865	-86683822	vacuole membrane protein 1
Me1	ILMN_2774690	9	-	-86581363	-86695914	malic enzyme 1, NADP(+)-dependent, cytosolic
Haus6	ILMN_1233478	4	-	-86581285	-86612022	HAUS augmin-like complex, subunit 6
Olfr1080	ILMN_1248928	2	-	-86553181	-86558138	olfactory receptor 1080
Pgm3	ILMN_1220671	9	-	-86552476	-86571842	phosphoglucomutase 3
Mab21l2	ILMN_2595346	3	-	-86545581	-86548283	mab-21-like 2 (C. elegans)
Pde6d	ILMN_1260174	1	-	-86543015	-86582501	phosphodiesterase 6D, cGMP-specific, rod, delta
Olfr1079	ILMN_1253560	2	-	-86537966	-86538913	olfactory receptor 1079
Pcbp1	ILMN_2702197	6	-	-86524497	-86526165	poly(rC) binding protein 1
Tmprss11f	ILMN_2759828	5	-	-86521226	-86632424	transmembrane protease, serine 11f
Rps6kb1	ILMN_1222291	11	-	-86513983	-86544807	ribosomal protein S6 kinase, polypeptide 1
Abcc12	ILMN_1246917	8	-	-86504841	-86566590	ATP-binding cassette, sub-family C (CFTR/MRP), member 12
Olfr298	ILMN_3160773	7	-	-86488551	-86489549	olfactory receptor 298
Tmprss11g	ILMN_1259406	5	-	-86485877	-86518600	transmembrane protease, serine 11g
2310040G24Rik	ILMN_1216861	6	-	-86483376	-86488227	RIKEN cDNA 2310040G24 gene
Olfr228	ILMN_1250275	2	-	-86482799	-86483740	olfactory receptor 228
Olfr1066	ILMN_2758677	2	-	-86455328	-86456269	olfactory receptor 1066
Olfr1065	ILMN_2744014	2	-	-86445013	-86446004	olfactory receptor 1065
Fam154a	ILMN_1257206	4	-	-86444698	-86558303	family with sequence similarity 154, member A
Olfr1062	ILMN_2775190	2	-	-86422719	-86423674	olfactory receptor 1062
Olfr1061	ILMN_2645068	2	-	-86413109	-86414050	olfactory receptor 1061
Tmprss11a	ILMN_2890069	5	-	-86410410	-86468990	transmembrane protease, serine 11a
Olfr303	ILMN_1244318	7	-	-86394537	-86395496	olfactory receptor 303
Nmur1	ILMN_1256834	1	-	-86386325	-86388141	neuromedin U receptor 1
Pcyox1	ILMN_2472504	6	-	-86386006	-86397150	prenylcysteine oxidase 1
Olfr304	ILMN_3162002	7	-	-86385657	-86386658	olfactory receptor 304
Olfr1058	ILMN_2773758	2	-	-86385466	-86386416	olfactory receptor 1058
Olfr1057	ILMN_1232782	2	-	-86374463	-86375410	olfactory receptor 1057
Olfr305	ILMN_1227979	7	-	-86363376	-86364335	olfactory receptor 305
Olfr1056	ILMN_1250553	2	-	-86355359	-86356437	olfactory receptor 1056
Olfr1055	ILMN_2637965	2	-	-86346826	-86347764	olfactory receptor 1055
Ncl	ILMN_2568229	1	-	-86344719	-86359455	nucleolin
Olfr307	ILMN_1258690	7	-	-86335453	-86336394	olfactory receptor 307
Olfr1054	ILMN_2637912	2	-	-86332416	-86333354	olfactory receptor 1054
Olfr308	ILMN_2800549	7	-	-86321024	-86321950	olfactory receptor 308
Ube2cbp	ILMN_2701304	9	-	-86307234	-86464916	ubiquitin-conjugating enzyme E2C binding protein
Olfr309	ILMN_3160828	7	-	-86306185	-86307111	olfactory receptor 309
Tmprss11d	ILMN_1248712	5	-	-86302854	-86373387	transmembrane protease, serine 11d
Syn3	ILMN_2513067	10	-	-86291593	-86498896	synapsin III
Olfr1051	ILMN_2702078	2	-	-86275559	-86276485	olfactory receptor 1051
Olfr310	ILMN_2886477	7	-	-86268730	-86269811	olfactory receptor 310
Med13	ILMN_1256756	11	-	-86265715	-86357525	mediator complex subunit 13
Olfr1049	ILMN_2772405	2	-	-86254765	-86255691	olfactory receptor 1049
Mageb4	ILMN_1250353	X	-	-86250256	-86256219	melanoma antigen, family B, 4
Olfr1048	ILMN_1251051	2	-	-86235871	-86236833	olfactory receptor 1048
Tmprss11c	ILMN_3160678	5	-	-86231481	-86289308	transmembrane protease, serine 11c
Olfr1047	ILMN_2716006	2	-	-86228010	-86228969	olfactory receptor 1047
Olfr1046	ILMN_2636238	2	-	-86216758	-86217708	olfactory receptor 1046
Ints2	ILMN_2657510	11	-	-86210683	-86257568	integrator complex subunit 2
Olfr1045	ILMN_1235994	2	-	-86197803	-86198750	olfactory receptor 1045
Gnrhr	ILMN_1227504	5	-	-86181998	-86197870	gonadotropin releasing hormone receptor
